pm_timestamp,pm_processid,pm_user,pm_action,changeby,changedate,wostatusid,orgid,wonum,status,actlabcost,jpnum,estatapprlabcost,assetlocpriority,siteid,status_description,wopriority,actmatcost,actlabhrs,calcpriority,woclass_description,supervisor,description,assetnum,actintlabcost,worktype,estlabcost,location
2020-11-25T07:14:34-06:00,1248,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1484,EAGLENA,1248,WAPPR,0,,0,4,BEDFORD,Waiting on approval,1,0,0,1,Work Order,KAZMIER,HVAC overheating,11200,0,EM,0,BR200
2020-11-25T07:14:34-06:00,1249,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1424,EAGLENA,1249,WAPPR,0,,0,4,BEDFORD,Waiting on approval,3,0,0,3,Work Order,KAZMIER,HVAC overheating,11200,0,CP,0,BR200
2020-11-25T07:14:34-06:00,1249,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1485,EAGLENA,1249,WAPPR,0,,0,4,BEDFORD,Waiting on approval,3,0,0,3,Work Order,KAZMIER,HVAC overheating,11200,0,CP,0,BR200
2020-11-25T07:14:34-06:00,1250,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1425,EAGLENA,1250,WAPPR,0,,0,4,BEDFORD,Waiting on approval,2,0,0,2,Work Order,KAZMIER,HVAC overheating,11200,0,CM,0,BR200
2020-11-25T07:14:34-06:00,1250,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1486,EAGLENA,1250,WAPPR,0,,0,4,BEDFORD,Waiting on approval,2,0,0,2,Work Order,KAZMIER,HVAC overheating,11200,0,CM,0,BR200
2020-11-25T07:14:34-06:00,1251,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1426,EAGLENA,1251,WAPPR,0,,0,4,BEDFORD,Waiting on approval,5,0,0,5,Work Order,KAZMIER,HVAC overheating,11200,0,PM,0,BR200
2020-11-25T07:14:34-06:00,1251,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1487,EAGLENA,1251,WAPPR,0,,0,4,BEDFORD,Waiting on approval,5,0,0,5,Work Order,KAZMIER,HVAC overheating,11200,0,PM,0,BR200
2020-11-25T07:14:34-06:00,1252,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1427,EAGLENA,1252,WAPPR,0,,0,4,BEDFORD,Waiting on approval,4,0,0,4,Work Order,KAZMIER,HVAC overheating,11200,0,EV,0,BR200
2020-11-25T07:14:34-06:00,1252,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1488,EAGLENA,1252,WAPPR,0,,0,4,BEDFORD,Waiting on approval,4,0,0,4,Work Order,KAZMIER,HVAC overheating,11200,0,EV,0,BR200
2020-11-25T07:14:34-06:00,1253,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1428,EAGLENA,1253,WAPPR,0,,0,4,BEDFORD,Waiting on approval,1,0,0,1,Work Order,MARCUS,HVAC overheating,11200,0,EM,0,BR200
2020-11-25T07:14:34-06:00,1253,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1489,EAGLENA,1253,WAPPR,0,,0,4,BEDFORD,Waiting on approval,1,0,0,1,Work Order,MARCUS,HVAC overheating,11200,0,EM,0,BR200
2001-02-06T09:32:00-06:00,1254,MAXIMO,INPRG,MAXIMO,2001-02-06T09:32:00-06:00,366,EAGLENA,1254,INPRG,120,,0,5,BEDFORD,Closed,1,25.25,1,0,Work Order,,Boiler Stopped,11400,120,EM,400,BR400
2001-02-06T09:32:00-06:00,1254,MAXIMO,CLOSE,MAXIMO,2001-02-06T09:32:00-06:00,367,EAGLENA,1254,CLOSE,120,,0,5,BEDFORD,Closed,1,25.25,1,0,Work Order,,Boiler Stopped,11400,120,EM,400,BR400
2020-11-25T07:14:34-06:00,1255,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1429,EAGLENA,1255,WAPPR,0,,0,4,BEDFORD,Waiting on approval,3,0,0,3,Work Order,MARCUS,HVAC overheating,11200,0,CP,0,BR200
2020-11-25T07:14:34-06:00,1255,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1490,EAGLENA,1255,WAPPR,0,,0,4,BEDFORD,Waiting on approval,3,0,0,3,Work Order,MARCUS,HVAC overheating,11200,0,CP,0,BR200
2020-11-25T07:14:34-06:00,1256,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1430,EAGLENA,1256,WAPPR,0,,0,4,BEDFORD,Waiting on approval,2,0,0,2,Work Order,MARCUS,HVAC overheating,11200,0,CM,0,BR200
2020-11-25T07:14:34-06:00,1256,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1491,EAGLENA,1256,WAPPR,0,,0,4,BEDFORD,Waiting on approval,2,0,0,2,Work Order,MARCUS,HVAC overheating,11200,0,CM,0,BR200
2020-11-25T07:14:34-06:00,1257,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1431,EAGLENA,1257,WAPPR,0,,0,4,BEDFORD,Waiting on approval,5,0,0,5,Work Order,MARCUS,HVAC overheating,11200,0,PM,0,BR200
2020-11-25T07:14:34-06:00,1257,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1492,EAGLENA,1257,WAPPR,0,,0,4,BEDFORD,Waiting on approval,5,0,0,5,Work Order,MARCUS,HVAC overheating,11200,0,PM,0,BR200
2020-11-25T07:14:34-06:00,1258,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1432,EAGLENA,1258,WAPPR,0,,0,4,BEDFORD,Waiting on approval,4,0,0,4,Work Order,MARCUS,HVAC overheating,11200,0,EV,0,BR200
2020-11-25T07:14:34-06:00,1258,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1493,EAGLENA,1258,WAPPR,0,,0,4,BEDFORD,Waiting on approval,4,0,0,4,Work Order,MARCUS,HVAC overheating,11200,0,EV,0,BR200
2020-11-25T07:14:34-06:00,1259,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1433,EAGLENA,1259,WAPPR,0,,0,4,BEDFORD,Waiting on approval,1,0,0,1,Work Order,PETERM,HVAC overheating,11200,0,EM,0,BR200
2020-11-25T07:14:34-06:00,1259,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1494,EAGLENA,1259,WAPPR,0,,0,4,BEDFORD,Waiting on approval,1,0,0,1,Work Order,PETERM,HVAC overheating,11200,0,EM,0,BR200
2020-11-25T07:14:34-06:00,1260,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1434,EAGLENA,1260,WAPPR,0,,0,4,BEDFORD,Waiting on approval,3,0,0,3,Work Order,PETERM,HVAC overheating,11200,0,CP,0,BR200
2020-11-25T07:14:34-06:00,1260,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1495,EAGLENA,1260,WAPPR,0,,0,4,BEDFORD,Waiting on approval,3,0,0,3,Work Order,PETERM,HVAC overheating,11200,0,CP,0,BR200
2020-11-25T07:14:34-06:00,1261,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1435,EAGLENA,1261,WAPPR,0,,0,4,BEDFORD,Waiting on approval,2,0,0,2,Work Order,PETERM,HVAC overheating,11200,0,CM,0,BR200
2020-11-25T07:14:34-06:00,1261,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1496,EAGLENA,1261,WAPPR,0,,0,4,BEDFORD,Waiting on approval,2,0,0,2,Work Order,PETERM,HVAC overheating,11200,0,CM,0,BR200
2020-11-25T07:14:34-06:00,1262,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1436,EAGLENA,1262,WAPPR,0,,0,4,BEDFORD,Waiting on approval,5,0,0,5,Work Order,PETERM,HVAC overheating,11200,0,PM,0,BR200
2020-11-25T07:14:34-06:00,1262,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1497,EAGLENA,1262,WAPPR,0,,0,4,BEDFORD,Waiting on approval,5,0,0,5,Work Order,PETERM,HVAC overheating,11200,0,PM,0,BR200
2020-11-25T07:14:34-06:00,1263,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1437,EAGLENA,1263,WAPPR,0,,0,4,BEDFORD,Waiting on approval,4,0,0,4,Work Order,PETERM,HVAC overheating,11200,0,EV,0,BR200
2020-11-25T07:14:34-06:00,1263,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1498,EAGLENA,1263,WAPPR,0,,0,4,BEDFORD,Waiting on approval,4,0,0,4,Work Order,PETERM,HVAC overheating,11200,0,EV,0,BR200
2020-11-25T07:14:34-06:00,1265,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1438,EAGLENA,1265,WAPPR,0,,0,4,BEDFORD,Waiting on approval,1,0,0,1,Work Order,REDDING,HVAC overheating,11200,0,EM,0,BR200
2020-11-25T07:14:34-06:00,1265,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1499,EAGLENA,1265,WAPPR,0,,0,4,BEDFORD,Waiting on approval,1,0,0,1,Work Order,REDDING,HVAC overheating,11200,0,EM,0,BR200
2020-11-25T07:14:34-06:00,1266,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1439,EAGLENA,1266,WAPPR,0,,0,4,BEDFORD,Waiting on approval,3,0,0,3,Work Order,REDDING,HVAC overheating,11200,0,CP,0,BR200
2020-11-25T07:14:34-06:00,1266,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1500,EAGLENA,1266,WAPPR,0,,0,4,BEDFORD,Waiting on approval,3,0,0,3,Work Order,REDDING,HVAC overheating,11200,0,CP,0,BR200
2020-11-25T07:14:34-06:00,1267,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1440,EAGLENA,1267,WAPPR,0,,0,4,BEDFORD,Waiting on approval,2,0,0,2,Work Order,REDDING,HVAC overheating,11200,0,CM,0,BR200
2020-11-25T07:14:34-06:00,1267,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1501,EAGLENA,1267,WAPPR,0,,0,4,BEDFORD,Waiting on approval,2,0,0,2,Work Order,REDDING,HVAC overheating,11200,0,CM,0,BR200
2020-11-25T07:14:34-06:00,1268,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1441,EAGLENA,1268,WAPPR,0,,0,4,BEDFORD,Waiting on approval,5,0,0,5,Work Order,REDDING,HVAC overheating,11200,0,PM,0,BR200
2020-11-25T07:14:34-06:00,1268,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1502,EAGLENA,1268,WAPPR,0,,0,4,BEDFORD,Waiting on approval,5,0,0,5,Work Order,REDDING,HVAC overheating,11200,0,PM,0,BR200
2020-11-25T07:14:34-06:00,1269,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1442,EAGLENA,1269,WAPPR,0,,0,4,BEDFORD,Waiting on approval,4,0,0,4,Work Order,REDDING,HVAC overheating,11200,0,EV,0,BR200
2020-11-25T07:14:34-06:00,1269,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1503,EAGLENA,1269,WAPPR,0,,0,4,BEDFORD,Waiting on approval,4,0,0,4,Work Order,REDDING,HVAC overheating,11200,0,EV,0,BR200
2020-11-25T07:14:34-06:00,1270,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1443,EAGLENA,1270,WAPPR,0,,0,4,BEDFORD,Waiting on approval,1,0,0,1,Work Order,RICKC,HVAC overheating,11200,0,EM,0,BR200
2020-11-25T07:14:34-06:00,1270,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1504,EAGLENA,1270,WAPPR,0,,0,4,BEDFORD,Waiting on approval,1,0,0,1,Work Order,RICKC,HVAC overheating,11200,0,EM,0,BR200
2020-11-25T07:14:34-06:00,1271,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1444,EAGLENA,1271,WAPPR,0,,0,4,BEDFORD,Waiting on approval,3,0,0,3,Work Order,RICKC,HVAC overheating,11200,0,CP,0,BR200
2020-11-25T07:14:34-06:00,1271,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1505,EAGLENA,1271,WAPPR,0,,0,4,BEDFORD,Waiting on approval,3,0,0,3,Work Order,RICKC,HVAC overheating,11200,0,CP,0,BR200
2020-11-25T07:14:34-06:00,1272,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1445,EAGLENA,1272,WAPPR,0,,0,4,BEDFORD,Waiting on approval,2,0,0,2,Work Order,RICKC,HVAC overheating,11200,0,CM,0,BR200
2020-11-25T07:14:34-06:00,1272,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1506,EAGLENA,1272,WAPPR,0,,0,4,BEDFORD,Waiting on approval,2,0,0,2,Work Order,RICKC,HVAC overheating,11200,0,CM,0,BR200
2020-11-25T07:14:34-06:00,1273,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1446,EAGLENA,1273,WAPPR,0,,0,4,BEDFORD,Waiting on approval,5,0,0,5,Work Order,RICKC,HVAC overheating,11200,0,PM,0,BR200
2020-11-25T07:14:34-06:00,1273,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1507,EAGLENA,1273,WAPPR,0,,0,4,BEDFORD,Waiting on approval,5,0,0,5,Work Order,RICKC,HVAC overheating,11200,0,PM,0,BR200
2020-11-25T07:14:34-06:00,1274,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1447,EAGLENA,1274,WAPPR,0,,0,4,BEDFORD,Waiting on approval,4,0,0,4,Work Order,RICKC,HVAC overheating,11200,0,EV,0,BR200
2020-11-25T07:14:34-06:00,1274,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1508,EAGLENA,1274,WAPPR,0,,0,4,BEDFORD,Waiting on approval,4,0,0,4,Work Order,RICKC,HVAC overheating,11200,0,EV,0,BR200
2020-11-25T07:14:34-06:00,1275,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1448,EAGLENA,1275,WAPPR,0,,0,,BEDFORD,Waiting on approval,2,0,0,2,Work Order,,Fire Door Cable Broken,,0,EM,0,PACKAGE
2020-11-25T07:14:34-06:00,1275,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1509,EAGLENA,1275,WAPPR,0,,0,,BEDFORD,Waiting on approval,2,0,0,2,Work Order,,Fire Door Cable Broken,,0,EM,0,PACKAGE
2001-01-16T07:05:00-06:00,1276,MAXIMO,WAPPR,MAXIMO,2001-01-16T07:05:00-06:00,439,EAGLENA,1276,WAPPR,60.5,,0,5,BEDFORD,Closed,2,35.1,1.5,4,Work Order,,Repair Centrifugal Pump,11430,60.5,EM,50,BR450
2001-01-16T07:05:00-06:00,1276,MAXIMO,INPRG,MAXIMO,2001-01-16T07:05:00-06:00,440,EAGLENA,1276,INPRG,60.5,,0,5,BEDFORD,Closed,2,35.1,1.5,4,Work Order,,Repair Centrifugal Pump,11430,60.5,EM,50,BR450
2001-01-16T15:07:00-06:00,1276,MAXIMO,COMP,MAXIMO,2001-01-16T15:07:00-06:00,441,EAGLENA,1276,COMP,60.5,,0,5,BEDFORD,Closed,2,35.1,1.5,4,Work Order,,Repair Centrifugal Pump,11430,60.5,EM,50,BR450
2001-01-16T07:05:00-06:00,1276,MAXIMO,APPR,MAXIMO,2001-01-16T07:05:00-06:00,512,EAGLENA,1276,APPR,60.5,,0,5,BEDFORD,Closed,2,35.1,1.5,4,Work Order,,Repair Centrifugal Pump,11430,60.5,EM,50,BR450
2001-01-16T15:07:00-06:00,1276,MAXIMO,CLOSE,MAXIMO,2001-01-16T15:07:00-06:00,513,EAGLENA,1276,CLOSE,60.5,,0,5,BEDFORD,Closed,2,35.1,1.5,4,Work Order,,Repair Centrifugal Pump,11430,60.5,EM,50,BR450
2001-03-25T20:06:00-06:00,1277,MAXIMO,INPRG,MAXIMO,2001-03-25T20:06:00-06:00,324,EAGLENA,1277,INPRG,355.9,,0,5,BEDFORD,Closed,2,45.17,3.5,0,Work Order,,Repair Leaking Pump,11430,355.9,EM,200,BR430
2001-03-25T20:06:00-06:00,1277,MAXIMO,CLOSE,MAXIMO,2001-03-25T20:06:00-06:00,325,EAGLENA,1277,CLOSE,355.9,,0,5,BEDFORD,Closed,2,45.17,3.5,0,Work Order,,Repair Leaking Pump,11430,355.9,EM,200,BR430
2020-11-25T07:14:34-06:00,1279,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1449,EAGLENA,1279,WAPPR,0,,0,4,BEDFORD,Waiting on approval,2,0,0,2,Work Order,,Burner Quarterly Inspection and Certification,11220,0,PM,0,ECC210
2020-11-25T07:14:34-06:00,1279,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1510,EAGLENA,1279,WAPPR,0,,0,4,BEDFORD,Waiting on approval,2,0,0,2,Work Order,,Burner Quarterly Inspection and Certification,11220,0,PM,0,ECC210
2020-11-25T07:14:34-06:00,1280,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1450,EAGLENA,1280,WAPPR,0,,0,4,BEDFORD,Waiting on approval,2,0,0,2,Work Order,CSWILSON,Burner Quarterly Inspection and Certification,11220,0,PM,0,ECC210
2020-11-25T07:14:34-06:00,1280,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1511,EAGLENA,1280,WAPPR,0,,0,4,BEDFORD,Waiting on approval,2,0,0,2,Work Order,CSWILSON,Burner Quarterly Inspection and Certification,11220,0,PM,0,ECC210
2020-11-25T07:14:34-06:00,1282,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1451,EAGLENA,1282,WAPPR,0,,0,4,BEDFORD,Waiting on approval,1,0,0,1,Work Order,CSWILSON,Water spillage,11200,0,EM,0,BR200
2020-11-25T07:14:34-06:00,1282,WILSON,WAPPR,WILSON,2020-11-25T07:14:34-06:00,1512,EAGLENA,1282,WAPPR,0,,0,4,BEDFORD,Waiting on approval,1,0,0,1,Work Order,CSWILSON,Water spillage,11200,0,EM,0,BR200
2001-02-14T22:49:00-06:00,1298,MAXIMO,INPRG,MAXIMO,2001-02-14T22:49:00-06:00,355,EAGLENA,1298,INPRG,85.9,,0,5,BEDFORD,Closed,2,45.17,1,0,Work Order,,Condensate Return Pump Stopped,11430,85.9,EM,200,BR430
2001-02-14T22:49:00-06:00,1298,MAXIMO,CLOSE,MAXIMO,2001-02-14T22:49:00-06:00,492,EAGLENA,1298,CLOSE,85.9,,0,5,BEDFORD,Closed,2,45.17,1,0,Work Order,,Condensate Return Pump Stopped,11430,85.9,EM,200,BR430
1999-12-06T04:16:00-06:00,1311,MAXIMO,WAPPR,MAXIMO,1999-12-06T04:16:00-06:00,442,EAGLENA,1311,WAPPR,452.5,,0,5,BEDFORD,Closed,3,0,7,4,Work Order,,Pump Failure- Deliver to Shop,11430,452.5,EM,200,BR450
1999-12-06T04:16:00-06:00,1311,MAXIMO,APPR,MAXIMO,1999-12-06T04:16:00-06:00,443,EAGLENA,1311,APPR,452.5,,0,5,BEDFORD,Closed,3,0,7,4,Work Order,,Pump Failure- Deliver to Shop,11430,452.5,EM,200,BR450
1999-12-06T10:23:00-06:00,1311,MAXIMO,COMP,MAXIMO,1999-12-06T10:23:00-06:00,444,EAGLENA,1311,COMP,452.5,,0,5,BEDFORD,Closed,3,0,7,4,Work Order,,Pump Failure- Deliver to Shop,11430,452.5,EM,200,BR450
1999-12-06T10:23:00-06:00,1311,MAXIMO,CLOSE,MAXIMO,1999-12-06T10:23:00-06:00,445,EAGLENA,1311,CLOSE,452.5,,0,5,BEDFORD,Closed,3,0,7,4,Work Order,,Pump Failure- Deliver to Shop,11430,452.5,EM,200,BR450
1999-12-06T04:16:00-06:00,1311,MAXIMO,INPRG,MAXIMO,1999-12-06T04:16:00-06:00,514,EAGLENA,1311,INPRG,452.5,,0,5,BEDFORD,Closed,3,0,7,4,Work Order,,Pump Failure- Deliver to Shop,11430,452.5,EM,200,BR450
2001-03-28T12:53:00-06:00,1336,MAXIMO,COMP,MAXIMO,2001-03-28T12:53:00-06:00,119,EAGLENA,1336,COMP,380.9,,0,5,BEDFORD,Closed,2,45.17,8,8,Work Order,,fix pump,11430,380.9,EM,200,BR430
2001-03-28T12:53:00-06:00,1336,MAXIMO,CLOSE,MAXIMO,2001-03-28T12:53:00-06:00,120,EAGLENA,1336,CLOSE,380.9,,0,5,BEDFORD,Closed,2,45.17,8,8,Work Order,,fix pump,11430,380.9,EM,200,BR430
2001-03-28T12:50:06-06:00,1336,MAXIMO,WAPPR,MAXIMO,2001-03-28T12:50:06-06:00,447,EAGLENA,1336,WAPPR,380.9,,0,5,BEDFORD,Closed,2,45.17,8,8,Work Order,,fix pump,11430,380.9,EM,200,BR430
2001-03-28T12:53:00-06:00,1336,MAXIMO,INPRG,MAXIMO,2001-03-28T12:53:00-06:00,448,EAGLENA,1336,INPRG,380.9,,0,5,BEDFORD,Closed,2,45.17,8,8,Work Order,,fix pump,11430,380.9,EM,200,BR430
2001-03-28T12:51:00-06:00,1336,MAXIMO,APPR,MAXIMO,2001-03-28T12:51:00-06:00,516,EAGLENA,1336,APPR,380.9,,0,5,BEDFORD,Closed,2,45.17,8,8,Work Order,,fix pump,11430,380.9,EM,200,BR430
2001-07-08T22:59:00-05:00,1351,MAXIMO,INPRG,MAXIMO,2001-07-08T22:59:00-05:00,356,EAGLENA,1351,INPRG,175.9,,0,5,BEDFORD,Closed,2,45.17,2.5,0,Work Order,,Check Low Flow on Condensate Return Pump,11430,175.9,EM,200,BR430
2001-07-08T22:59:00-05:00,1351,MAXIMO,CLOSE,MAXIMO,2001-07-08T22:59:00-05:00,357,EAGLENA,1351,CLOSE,175.9,,0,5,BEDFORD,Closed,2,45.17,2.5,0,Work Order,,Check Low Flow on Condensate Return Pump,11430,175.9,EM,200,BR430
2020-12-20T04:29:56-06:00,1454,SAM,WAPPR,SAM,2020-12-20T04:29:56-06:00,3096,EAGLENA,1454,WAPPR,0,,0,,BEDFORD,Approved,,0,0,,Work Order,,,,0,,0,
2020-12-20T04:29:58-06:00,1454,SAM,APPR,SAM,2020-12-20T04:29:58-06:00,3097,EAGLENA,1454,APPR,0,,0,,BEDFORD,Approved,,0,0,,Work Order,,,,0,,0,
2001-10-28T20:35:00-06:00,1488,MAXIMO,INPRG,MAXIMO,2001-10-28T20:35:00-06:00,326,EAGLENA,1488,INPRG,185.9,,0,5,BEDFORD,Closed,2,45.17,3,0,Work Order,,Condensate Return Pump Leaking,11430,185.9,EM,200,BR430
2001-10-28T20:35:00-06:00,1488,MAXIMO,CLOSE,MAXIMO,2001-10-28T20:35:00-06:00,327,EAGLENA,1488,CLOSE,185.9,,0,5,BEDFORD,Closed,2,45.17,3,0,Work Order,,Condensate Return Pump Leaking,11430,185.9,EM,200,BR430
2001-05-13T20:38:00-05:00,1638,MAXIMO,INPRG,MAXIMO,2001-05-13T20:38:00-05:00,328,EAGLENA,1638,INPRG,180,,0,5,BEDFORD,Closed,2,65.25,2.2,0,Work Order,,Check Leaking Condensate Return Pump,11430,180,EM,200,BR430
2001-05-13T20:38:00-05:00,1638,MAXIMO,CLOSE,MAXIMO,2001-05-13T20:38:00-05:00,329,EAGLENA,1638,CLOSE,180,,0,5,BEDFORD,Closed,2,65.25,2.2,0,Work Order,,Check Leaking Condensate Return Pump,11430,180,EM,200,BR430
1998-08-23T20:41:00-05:00,1695,MAXIMO,INPRG,MAXIMO,1998-08-23T20:41:00-05:00,330,EAGLENA,1695,INPRG,180,,0,5,BEDFORD,Closed,2,46.25,2.2,0,Work Order,,Condensate Return Pump Leaking,11430,180,EM,200,BR430
1998-08-23T20:41:00-05:00,1695,MAXIMO,CLOSE,MAXIMO,1998-08-23T20:41:00-05:00,331,EAGLENA,1695,CLOSE,180,,0,5,BEDFORD,Closed,2,46.25,2.2,0,Work Order,,Condensate Return Pump Leaking,11430,180,EM,200,BR430
1998-12-31T09:00:00-06:00,2000,MAXIMO,WAPPR,MAXIMO,1998-12-31T09:00:00-06:00,500,EAGLENA,2000,WAPPR,0,,0,1,BEDFORD,Waiting on approval,2,0,0,2,Work Order,,Window Broken in Shipping Dept.,,0,CM,43,SHIPPING
1998-12-31T09:00:00-06:00,2001,MAXIMO,WAPPR,MAXIMO,1998-12-31T09:00:00-06:00,387,EAGLENA,2001,WAPPR,0,,0,1,BEDFORD,Waiting on approval,3,0,0,3,Work Order,,Ventilation Fan - Check-out Noise,,0,CM,72,SHIPPING
1998-12-31T09:00:00-06:00,2002,MAXIMO,WAPPR,MAXIMO,1998-12-31T09:00:00-06:00,388,EAGLENA,2002,WAPPR,0,,0,1,BEDFORD,Waiting on approval,3,0,0,3,Work Order,,Stop Guard on Shipping Dock,,0,CM,72,SHIPPING
1998-12-31T09:00:00-06:00,2003,MAXIMO,WAPPR,MAXIMO,1998-12-31T09:00:00-06:00,501,EAGLENA,2003,WAPPR,0,,0,1,BEDFORD,Waiting on approval,5,0,0,5,Work Order,,Scale Calibration on Dock Mis-reading,,0,CM,72,SHIPPING
1998-12-31T09:00:00-06:00,2004,MAXIMO,WAPPR,MAXIMO,1998-12-31T09:00:00-06:00,389,EAGLENA,2004,WAPPR,0,,55.5,3,BEDFORD,In progress,2,0,0,8,Work Order,,Feeder Jammed,13110,0,CM,55.5,BPM3100
1999-04-08T12:03:00-05:00,2004,MAXIMO,APPR,MAXIMO,1999-04-08T12:03:00-05:00,478,EAGLENA,2004,APPR,0,,55.5,3,BEDFORD,In progress,2,0,0,8,Work Order,,Feeder Jammed,13110,0,CM,55.5,BPM3100
1999-04-08T12:03:00-05:00,2004,MAXIMO,WMATL,MAXIMO,1999-04-08T12:03:00-05:00,479,EAGLENA,2004,WMATL,0,,55.5,3,BEDFORD,In progress,2,0,0,8,Work Order,,Feeder Jammed,13110,0,CM,55.5,BPM3100
1999-04-08T12:04:00-05:00,2004,MAXIMO,INPRG,MAXIMO,1999-04-08T12:04:00-05:00,523,EAGLENA,2004,INPRG,0,,55.5,3,BEDFORD,In progress,2,0,0,8,Work Order,,Feeder Jammed,13110,0,CM,55.5,BPM3100
1998-12-31T09:00:00-06:00,2005,MAXIMO,WAPPR,MAXIMO,1998-12-31T09:00:00-06:00,390,EAGLENA,2005,WAPPR,0,,0,3,BEDFORD,Waiting on approval,2,0,0,8,Work Order,,Check-out Leaking,13145,0,CM,72,BPM3100
1998-12-31T09:00:00-06:00,2006,MAXIMO,WAPPR,MAXIMO,1998-12-31T09:00:00-06:00,391,EAGLENA,2006,WAPPR,0,,0,4,BEDFORD,Waiting on approval,2,0,0,5,Work Order,,Check-out Alignment of Steel Support Bracket,13143,0,CM,72,BPM3100
1998-12-31T09:00:00-06:00,2007,MAXIMO,WAPPR,MAXIMO,1998-12-31T09:00:00-06:00,392,EAGLENA,2007,WAPPR,0,,0,1,BEDFORD,Waiting on approval,5,0,0,5,Work Order,,Air Filter - Check-out,,0,CM,72,BOILER
1998-12-31T09:00:00-06:00,2008,MAXIMO,WAPPR,MAXIMO,1998-12-31T09:00:00-06:00,393,EAGLENA,2008,WAPPR,0,,0,1,BEDFORD,Waiting on approval,8,0,0,8,Work Order,,Fire Door Cable Broken,,0,CM,72,BOILER
1998-12-31T09:00:00-06:00,2009,MAXIMO,WAPPR,MAXIMO,1998-12-31T09:00:00-06:00,394,EAGLENA,2009,WAPPR,0,,0,1,BEDFORD,Waiting on approval,5,0,0,5,Work Order,,Ventilator in Boiler Room Making Noise - Check-out,,0,CM,72,BOILER
1995-05-04T12:48:00-05:00,2155,MAXIMO,INPRG,MAXIMO,1995-05-04T12:48:00-05:00,371,EAGLENA,2155,INPRG,18.5,,0,5,BEDFORD,Closed,2,0,1,0,Work Order,,Pump Leaking,11450,18.5,EM,0,BR450
